Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Tyreek HillKC,6.9,96.8,0.8,0.8,4.9,0.0,0.1,15.0
Davante AdamsGB,7.3,97.2,0.9,0.0,0.0,0.0,0.1,14.9
DeAndre HopkinsARI,7.2,91.0,0.8,0.0,0.3,0.0,0.1,13.7
Stefon DiggsBUF,7.0,93.7,0.7,0.1,0.4,0.0,0.1,13.3
A.J. BrownTEN,6.0,88.0,0.7,0.1,0.7,0.0,0.0,13.3
D.K. MetcalfSEA,5.8,87.3,0.8,0.0,0.2,0.0,0.1,13.2
Justin JeffersonMIN,6.1,87.0,0.6,0.1,0.2,0.0,0.1,12.1
Keenan AllenLAC,7.0,82.3,0.6,0.1,0.8,0.0,0.1,12.1
Amari CooperDAL,6.4,85.3,0.6,0.2,0.9,0.0,0.1,12.0
Tyler LockettSEA,6.0,75.3,0.7,0.1,0.3,0.0,0.1,11.6
CeeDee LambDAL,5.7,75.3,0.6,0.5,3.2,0.0,0.1,11.4
Deebo SamuelSF,5.4,73.4,0.5,1.0,7.7,0.0,0.1,11.1
Cooper KuppLAR,5.9,74.4,0.6,0.2,0.8,0.0,0.1,11.0
Chris GodwinTB,5.5,73.2,0.6,0.0,0.2,0.0,0.1,10.9
Mike EvansTB,4.6,68.4,0.7,0.0,0.0,0.0,0.0,10.8
Jarvis LandryCLE,5.4,68.4,0.6,0.6,2.7,0.1,0.1,10.7
Diontae JohnsonPIT,6.3,70.2,0.6,0.3,1.5,0.0,0.1,10.7
Allen Robinson IICHI,5.9,72.7,0.6,0.0,0.0,0.0,0.1,10.5
Adam ThielenMIN,5.4,67.7,0.6,0.1,0.7,0.0,0.1,10.5
Tee HigginsCIN,5.2,71.8,0.6,0.1,0.8,0.0,0.1,10.5
Terry McLaurinWAS,5.5,74.3,0.5,0.1,0.6,0.0,0.0,10.3
Julio JonesTEN,5.1,71.4,0.5,0.0,0.0,0.0,0.0,10.0
Chase ClaypoolPIT,4.3,59.3,0.6,0.6,3.0,0.0,0.0,9.8
Brandin CooksHOU,5.0,70.8,0.4,0.1,0.3,0.0,0.0,9.6
Mike WilliamsLAC,4.5,63.3,0.5,0.0,0.1,0.0,0.0,9.5
DJ MooreCAR,4.8,68.2,0.4,0.3,1.6,0.0,0.0,9.5
Corey DavisNYJ,4.8,66.2,0.5,0.0,0.3,0.0,0.0,9.5
Marquise BrownBAL,4.5,59.4,0.6,0.1,0.7,0.0,0.0,9.5
Ja'Marr ChaseCIN,4.7,64.0,0.5,0.2,0.8,0.0,0.0,9.4
Marvin Jones Jr.JAC,4.7,62.3,0.5,0.0,0.0,0.0,0.0,9.3
Jakobi MeyersNE,5.3,64.7,0.4,0.1,0.5,0.0,0.0,8.9
DeVonta SmithPHI,4.4,58.5,0.5,0.1,0.7,0.0,0.0,8.9
Robert WoodsLAR,5.1,60.5,0.3,1.2,6.6,0.1,0.0,8.8
Laviska Shenault Jr.JAC,5.0,54.3,0.4,1.2,6.3,0.0,0.0,8.8
DeVante ParkerMIA,4.8,61.7,0.4,0.0,0.0,0.0,0.0,8.8
Robby AndersonCAR,4.6,58.5,0.4,0.2,1.0,0.0,0.0,8.5
Cole BeasleyBUF,4.8,58.4,0.4,0.0,0.0,0.0,0.1,8.4
Sterling ShepardNYG,5.6,59.8,0.4,0.4,2.7,0.0,0.1,8.4
Courtland SuttonDEN,4.1,59.8,0.3,0.1,0.7,0.0,0.0,8.1
Kenny GolladayNYG,4.5,64.4,0.3,0.0,0.0,0.0,0.0,8.1
Marquez CallawayNO,4.1,52.9,0.4,0.1,0.7,0.0,0.0,7.9
Jaylen WaddleMIA,4.4,57.9,0.3,0.2,1.3,0.0,0.0,7.7
Tyler BoydCIN,5.1,58.8,0.3,0.2,1.2,0.0,0.1,7.7
D.J. Chark Jr.JAC,4.2,57.0,0.3,0.0,0.3,0.0,0.0,7.5
Emmanuel SandersBUF,4.3,55.1,0.3,0.0,0.3,0.0,0.0,7.3
Nelson AgholorNE,3.9,51.9,0.3,0.0,0.4,0.0,0.0,7.1
Christian KirkARI,3.7,44.1,0.3,0.3,1.7,0.0,0.0,6.6
Mecole HardmanKC,3.5,46.8,0.3,0.3,2.4,0.0,0.0,6.6
Michael Pittman Jr.IND,4.2,50.5,0.2,0.2,1.2,0.0,0.0,6.6
Tim PatrickDEN,3.7,48.6,0.3,0.0,0.0,0.0,0.0,6.5
Darnell MooneyCHI,4.2,47.3,0.3,0.2,1.1,0.0,0.0,6.5
Zach PascalIND,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3
Marquez Valdes-ScantlingGB,2.6,45.8,0.2,0.1,0.9,0.0,0.0,6.0
Sammy WatkinsBAL,3.7,46.8,0.2,0.1,0.4,0.0,0.0,5.9
Jalen ReagorPHI,3.4,43.1,0.2,0.2,1.2,0.0,0.0,5.9
Van JeffersonLAR,3.1,41.8,0.3,0.1,0.2,0.0,0.0,5.8
Russell GageATL,4.3,46.0,0.2,0.1,0.3,0.0,0.0,5.7
Deonte HartyNO,3.2,40.5,0.2,0.3,2.3,0.0,0.0,5.6
Rondale MooreARI,2.8,38.3,0.3,0.5,3.1,0.0,0.1,5.5
Hunter RenfrowLV,3.8,44.2,0.2,0.0,0.0,0.0,0.0,5.5
KJ HamlerDEN,3.1,39.1,0.2,0.5,3.3,0.0,0.0,5.5
Elijah MooreNYJ,3.4,42.1,0.2,0.0,0.6,0.0,0.0,5.4
Allen LazardGB,2.8,38.4,0.2,0.1,0.8,0.0,0.0,5.3
Darius SlaytonNYG,3.2,42.5,0.2,0.1,0.2,0.0,0.0,5.3
Jamison CrowderNYJ,3.0,37.5,0.3,0.1,0.0,0.0,0.0,5.3
A.J. GreenARI,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.2
Donovan Peoples-JonesCLE,2.4,35.6,0.3,0.0,0.0,0.0,0.0,5.1
Brandon AiyukSF,2.4,32.7,0.2,0.7,4.1,0.0,0.0,5.1
Bryan EdwardsLV,2.8,40.3,0.2,0.0,0.1,0.0,0.0,5.0
Amon-Ra St. BrownDET,3.2,39.7,0.2,0.0,0.2,0.0,0.0,4.9
Cedrick Wilson Jr.DAL,3.0,38.0,0.2,0.0,0.1,0.0,0.0,4.9
Adam HumphriesWAS,3.5,35.3,0.2,0.0,0.2,0.0,0.0,4.6
Anthony SchwartzCLE,2.3,33.4,0.2,0.3,2.5,0.0,0.0,4.6
Terrace Marshall Jr.CAR,2.6,35.0,0.2,0.0,0.2,0.0,0.0,4.6
Juwan JohnsonNO,2.8,21.3,0.4,0.0,0.0,0.0,0.0,4.5
Kalif RaymondDET,2.5,35.8,0.1,0.2,0.8,0.0,0.0,4.4
Gabriel DavisBUF,1.9,30.5,0.2,0.0,0.1,0.0,0.0,4.4
Danny AmendolaHOU,3.0,34.8,0.1,0.0,0.1,0.0,0.0,4.3
Cordarrelle PattersonATL,1.5,13.4,0.1,5.5,22.7,0.1,0.1,4.3
Dyami BrownWAS,2.6,32.4,0.2,0.0,0.2,0.0,0.0,4.2
Nico CollinsHOU,2.5,31.5,0.2,0.0,0.2,0.0,0.0,4.1
Keelan Cole Sr.NYJ,2.4,31.0,0.2,0.0,0.2,0.0,0.0,4.0
DeSean JacksonLV,1.9,30.3,0.2,0.1,0.6,0.0,0.0,4.0
Quintez CephusDET,2.3,30.9,0.2,0.0,0.0,0.0,0.0,4.0
Randall CobbGB,2.4,29.5,0.2,0.2,0.7,0.0,0.0,4.0
K.J. OsbornMIN,2.6,32.1,0.1,0.0,0.3,0.0,0.0,3.9
Trent SherfieldSF,2.2,26.9,0.2,0.0,0.1,0.0,0.0,3.8
Jalen GuytonLAC,2.1,30.5,0.1,0.1,0.3,0.0,0.0,3.8
Demarcus RobinsonKC,2.4,27.9,0.2,0.0,0.0,0.0,0.0,3.8
Kendrick BourneNE,2.2,26.9,0.2,0.0,0.0,0.0,0.0,3.7
Quez WatkinsPHI,2.1,26.6,0.1,0.0,0.1,0.0,0.0,3.4
Damiere ByrdCHI,2.3,26.9,0.1,0.0,0.2,0.0,0.0,3.3
Braxton BerriosNYJ,2.2,24.4,0.1,0.1,0.8,0.0,0.0,3.2
Freddie SwainSEA,1.7,20.2,0.2,0.3,1.2,0.0,0.0,3.2
Chris ConleyHOU,1.8,24.6,0.1,0.0,0.2,0.0,0.0,3.1
Trinity BensonDET,1.9,22.6,0.1,0.0,0.1,0.0,0.0,2.9
Josh ReynoldsDET,1.6,19.7,0.1,0.0,0.3,0.0,0.0,2.8
Devin DuvernayBAL,1.7,19.9,0.1,0.1,0.8,0.0,0.0,2.8
Albert WilsonMIA,1.9,20.8,0.1,0.2,1.4,0.0,0.0,2.8
James WashingtonPIT,1.5,20.4,0.1,0.0,0.0,0.0,0.0,2.7
Parris CampbellIND,1.0,14.0,0.2,0.1,1.0,0.0,0.0,2.7
Mike StrachanIND,1.5,18.0,0.1,0.1,0.3,0.0,0.0,2.5
Chester RogersTEN,1.6,18.2,0.1,0.0,0.3,0.0,0.0,2.4
Mohamed Sanu Sr.SF,1.6,18.3,0.1,0.0,0.1,0.0,0.0,2.3
Preston WilliamsMIA,1.2,15.9,0.1,0.0,0.0,0.0,0.0,2.3
Tyron JohnsonLV,1.1,15.6,0.1,0.0,0.1,0.0,0.0,2.2
Ty MontgomeryNO,1.1,11.8,0.1,0.7,2.8,0.0,0.0,2.1
Lil'Jordan HumphreyNO,1.1,13.8,0.1,0.1,0.8,0.0,0.0,2.1
Marquise GoodwinCHI,1.0,14.2,0.1,0.1,0.5,0.0,0.0,1.8
Olamide ZaccheausATL,1.2,14.9,0.1,0.0,0.1,0.0,0.0,1.8
Byron PringleKC,1.2,15.0,0.0,0.0,0.0,0.0,0.0,1.8
Cam SimsWAS,1.0,14.2,0.1,0.0,0.1,0.0,0.0,1.7
Laquon TreadwellJAC,0.9,12.9,0.1,0.0,0.1,0.0,0.0,1.7
Kadarius ToneyNYG,1.1,12.1,0.0,0.2,1.1,0.0,0.0,1.6
Tavon AustinJAC,1.1,11.2,0.1,0.1,0.4,0.0,0.0,1.6
Rashard HigginsCLE,0.8,13.1,0.0,0.0,0.0,0.0,0.0,1.6
Isaiah McKenzieBUF,0.7,8.0,0.1,0.5,2.4,0.0,0.0,1.5
Tutu AtwellLAR,0.8,11.2,0.0,0.0,0.3,0.0,0.0,1.4
Scotty MillerTB,0.7,9.6,0.0,0.1,0.6,0.0,0.0,1.2
Noah BrownDAL,0.7,8.8,0.1,0.0,0.2,0.0,0.0,1.2
Ashton DulinIND,0.7,8.7,0.0,0.0,0.2,0.0,0.0,1.1
Alex EricksonCAR,0.6,6.9,0.0,0.0,1.3,0.0,0.0,1.1
Greg WardPHI,0.7,7.9,0.0,0.0,0.0,0.0,0.0,1.1
Joshua PalmerLAC,0.7,8.9,0.0,0.1,0.3,0.0,0.0,1.0
Amari RodgersGB,0.5,5.7,0.1,0.1,0.8,0.0,0.0,1.0
Nick Westbrook-IkhineTEN,0.6,6.5,0.1,0.0,0.0,0.0,0.0,1.0
Tylan WallaceBAL,0.5,6.8,0.0,0.0,0.3,0.0,0.0,0.9
Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.8
Mike ThomasCIN,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8
Curtis SamuelWAS,0.0,0.0,0.0,1.6,8.0,0.0,0.0,0.8
Zay JonesLV,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8
DeMichael HarrisIND,0.3,4.2,0.0,0.0,1.5,0.0,0.0,0.7
Auden TateCIN,0.4,5.8,0.0,0.0,0.0,0.0,0.0,0.7
Jauan JenningsSF,0.4,5.5,0.0,0.0,0.2,0.0,0.0,0.7
Tom KennedyDET,0.4,5.8,0.0,0.0,0.1,0.0,0.0,0.7
Jamal AgnewJAC,0.4,5.0,0.0,0.1,0.9,0.0,0.0,0.7
Simi FehokoDAL,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6
Kendall HintonDEN,0.3,3.4,0.0,0.0,0.9,0.0,0.0,0.6
Tajae SharpeATL,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6
Malik TaylorGB,0.3,4.4,0.0,0.1,0.5,0.0,0.0,0.6
Malik TurnerDAL,0.3,4.2,0.0,0.0,0.0,0.0,0.0,0.5
Diontae SpencerDEN,0.3,3.6,0.0,0.0,0.7,0.0,0.0,0.5
C.J. BoardNYG,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.5
Dede WestbrookMIN,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5
Tyler JohnsonTB,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.5
KhaDarel HodgeDET,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.5
J.J. Arcega-WhitesidePHI,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.5
James Proche IIBAL,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5
Penny HartSEA,0.3,3.2,0.0,0.1,0.2,0.0,0.0,0.4
DeAndre CarterWAS,0.3,3.2,0.0,0.0,0.2,0.0,0.0,0.4
Dax MilneWAS,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.4
Andy IsabellaARI,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.4
Christian BlakeATL,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4
Ihmir Smith-MarsetteMIN,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
Gunner OlszewskiNE,0.2,2.6,0.0,0.1,0.4,0.0,0.0,0.4
Racey McMathTEN,0.2,2.9,0.0,0.0,0.2,0.0,0.0,0.3
Jody FortsonKC,0.2,2.0,0.0,0.0,0.1,0.0,0.0,0.3
Nsimba WebsterCHI,0.1,2.8,0.0,0.0,0.1,0.0,0.0,0.3
Ray-Ray McCloudPIT,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.3
Mack HollinsMIA,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3
Andre RobertsLAC,0.1,2.1,0.0,0.0,0.2,0.0,0.0,0.2
Matthew SlaterNE,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.2
Jake KumerowBUF,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.2
Jaydon MickensJAC,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus KempKC,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2
Stanley Morgan Jr.CIN,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1
Brandon ZylstraCAR,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.1
Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Tanner GentryBUF,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Terry GodwinJAC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Travis FulghamDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Marcus JohnsonTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Brandon PowellLAR,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Steven Sims Jr.PIT,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Dante PettisNYG,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Bisi JohnsonMIN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Tyrie ClevelandDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
John RossNYG,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
D'Wayne EskridgeSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank DarbyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Dorsett IIHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Keal HarryNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odell Beckham Jr.LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony MillerPIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel MimsNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Fuller VMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael GallupDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael ThomasNO,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
